prompt,completion
Generate ESB ItemName:Armor of the Sunand it's \nDescription: ,"Armor of Solaire of Astora, Knight of Sunlight. The large holy symbol of the Sun, while powerless, was painted by Solaire himself. Solaire's incredible prowess must have come from rigorous training alone, for his equipment exhibits no special traits"
Generate ESB ItemName:Armor of Thornsand it's \nDescription: ,"Armor of Kirk, knight of Thorns and notorious member of the Darkwraiths. A dense patch of thorns grows from its surface. It is a fitting item for the murderous Kirk, for by simply wearing it and rolling, one can damage enemies"
Generate ESB ItemName:Ashen Hunter Garband it's \nDescription: ,"Attire of the retired hunter Djura. One of the standard articles of hunter attire fashioned at the workshop. A fine piece of hunter attire that provides stable defense to anyone facing Yharnam's beastly threat. Painted with ash in a ceremony to ward off blood. Djura is known through his contact with the Powder Kegs, the heretics of the workshop. He is said to have been both uncommonly kind and dreadfully foolish. Djura felt defeated by the state of Old Yharnam, and renounced his hunter's vows."
Generate ESB ItemName:Ashen Hunter Glovesand it's \nDescription: ,"Attire of the retired hunter Djura. Painted with ash in a ceremony to ward off blood. Djura is known through his contact with the Powder Kegs, the heretics of the workshop.>>He is said to have been both uncommonly kind and dreadfully foolish. Djura felt defeated by the state of Old Yharnam, and renounced his hunter's vows."
Generate ESB ItemName:Assassin Armorand it's \nDescription: ,Soft leather Gloves worn by assassins who lurk in the shadows. The thick leather offers reasonable absorption without creating any undesired noise. A well-crafted piece of protection. Critical spots are reinforced with metal.
Generate ESB ItemName:Astrologer Robeand it's \nDescription: ,"Robe fashioned from supple cloth.>>Worn by those who look to the cosmos above.>>They read fate in the stars, and are said to be heirs of the glintstone sorcerers.>>But alas, the night sky no longer cradles fate."
Generate ESB ItemName:Astrologist's Robeand it's \nDescription: ,"Astrologists believe that magical powers can be obtained at moments of special heavenly alignment. Even the collective wisdom of the Melfian Magic Academy cannot pull magic out of the sky, but the ideas of the astrologists led to the creation of new and very useful magic devices"
Generate ESB ItemName:Azur's Manchettesand it's \nDescription: ,"Manchettes corroded by blue-green glintstones.>>Worn by Azur, primeval current sorcerer.>>Azur had reached a near-inorganic state."
Generate ESB ItemName:Bandit Armorand it's \nDescription: ,"Armor of bandits of the Forossan outskirts. The territory of Forossa became lawless after the kingdom fell to war. Citizens became bandits, and scattered to other lands"
Generate ESB ItemName:Bandit Maskand it's \nDescription: ,"Mask of black cloth that covers the mouth.>>Favored by bandits for hiding their faces, it also provides some protection against poison."
Generate ESB ItemName:Banished Knight Armorand it's \nDescription: ,"Thick, full set of armor covering the entire body.>>This armor was worn by knights who, whether by misfortune or misdeed, were forced to abandon their homes.>>These fierce warriors were each and all accomplished. Perhaps that is why, despite their territorial losses, they were still named knights."
Generate ESB ItemName:Battlemage Robeand it's \nDescription: ,"Robe worn by scholars of the Raya Lucaria Academy scholar, tattered from being worn on the battlefield.>>Whenever war broke out and the academy sealed its gates, only Haima's scholars dared venture outside. Seclusion is no way to foster discovery; it is only a convenient form of escape."
Generate ESB ItemName:Beak Maskand it's \nDescription: ,"Wood-carved mask of Eileen the Crow, Hunter of Hunters. The beak contains incense to mask scents of blood and beast. Hunters of Hunters dress as crows to suggest sky burial.>>The first Hunter of Hunters came from a foreign land, and gave the dead a virtuous native funeral ritual, rather than impose a blasphemous Yharnam burial service upon them, with the hope that former compatriots might be returned to the skies, and find rest in a hunter's dream."
Generate ESB ItemName:Beast Champion Gauntletsand it's \nDescription: ,"Silver gauntlets engraved with tiny beasts.>>Worn by Bernahl the Recusant.>>Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was.>>Until his maiden threw herself into the fire."
Generate ESB ItemName:Beast Hide Garband it's \nDescription: ,"The bloodied hide of a horrible Cleric Beast, pulled over the back. Without the attacked beast hide this foreigner garb wouldn't raise anyone's eyebrows. Brador donned a compatriot's beastly scalp and hide while still moist with blood. Most of the blood stains on this hide were from that day"
Generate ESB ItemName:Bell Keeper Bellybandand it's \nDescription: ,"An old armor that is oddly comfortable. Belonged to a Bell Keeper. To this day, the forbidden love of Prince of Alken and the Princess of Venn manipulates these marionettes. Surely they never imagined that their dolls would outlast their own kingdoms"
Generate ESB ItemName:Benhart's Armorand it's \nDescription: ,"Armor of unknown origin. Belonged to Benhart of Jugo. Apparently Benhart found this while wandering land to land, but its origins are unknown. He wore it all the time, he adored it so, leaving a slight odor"
Generate ESB ItemName:Big Hatand it's \nDescription: ,"Gigantic hat worn by the great sorcerer Logan. It completely hid his face, which led to his nickname Big Hat. Famously antisocial, Logan used it to block out noise and people's stares so he could focus on his own thoughts, but it does not possess any special magic powers."
Generate ESB ItemName:Billed Maskand it's \nDescription: ,"This billed mask belongs to Yuria, the second eldest. These maidens of a Primordial Serpent were renowned as founders of the Sable Church, which offered salvation for Hollows."
Generate ESB ItemName:Black Church Garband it's \nDescription: ,"Attire of Healing Church hunters. Most Healing Church hunters are elementary doctors who understand the importance of early prevention of the scourge, achieved by disposing of victims, and even potential victims, before signs of sickness manifest themselves. Their black attire is synonymous with fear, and that peculiar Yharnam madness. When a cancer is discovered, one must pinpoint its location, reach in, and wrench it from the host's bosom"
Generate ESB ItemName:Black Cleric Robeand it's \nDescription: ,"Robe worn by pardoners serving Velka, the Goddess of Sin. The pardoners' attire is uniformly black in color and said to be imbued with Velka's mystical power, which provides resistance against all manner of magic"
Generate ESB ItemName:Black Dragon Armorand it's \nDescription: ,"Eerily shaped armor spoken of in legend, crafted with the scales of the Black Dragon. The Black Dragon was long considered a mere legend, but this proves its existence"
Generate ESB ItemName:Black Dressand it's \nDescription: ,"Attire of the three mentors of the Sable Church of Londor. this pitch-black dress resembles a mourning dress with black leggings andgauntlets are hidden by the dress. These maidens of a Primordial Serpent were renowned as founders of the Sable Church, which offered salvation for Hollows. It is apparent that the women in black were highly skilled fencers, capable of founding the Sable Church between just the three of them."
Generate ESB ItemName:Black Hand Armorand it's \nDescription: ,"Attire of hunters known as the King's Black Hands. A black cape covers leather armor, shrouding the wearer in darkness. Black Hand was the title established to honor hunters who served successive generations of kings. To date, no more than three such individuals have borne this distinction"
Generate ESB ItemName:Black Hollow Mage Robeand it's \nDescription: ,"Robe worn by Hollowed Drangleic mages. Drangleic mages wore different garb depending on their sex. What function this served, however, is unknown, as with many old practices."
Generate ESB ItemName:Black Hoodand it's \nDescription: ,"Hood worn upon awakening to the nightmare of blood and beasts. Perhaps its wearer had to stay out of sight, and travel by cover of darkness.>>Without memory. who will ever know?"
