Prompt,Completion,Item Name,Item Description,ItemType
ItemName,,Painting Guardian's Curved Sword,"A weapon described in legends passed down amongst heretics, wielded by the Painting Guardians.A uniquely shaped weapon with a flat tip.Skill: Chained DanceExecute relentless consecutive attacks while tracing a circle in a unique dance of deadly grace.",
ItemName,,Parrying Dagger,"This dagger is useful after parrying and is normally equipped in the left hand. A favorite of the knights of Carim, who are famous for fighting without a shield.",
ItemName,,Parrying Dagger,"Unlike standard weapons, this dagger is intended for parrying.Accomplishments are forever out of reach to those who constantly fear failure. A true warrior hones his body and mind, and peers far beyond immediate hardship.",
ItemName,,Parrying Dagger																									,"A knife with curved handguards. Designed to parry, turning foes' attacks against them. 

For master of combat who anticipate every enemy strike and counter accordingly, this weapon is all they need. ",
ItemName,,Partisan,"Spear with a wide tip.

In addition to its thrusting attacks, this highly versatile weapon can be swung to sweep through foes.",
ItemName,,Partizan,Spear with blade attached to a broad point. Boasts long reach can slice. The wide range of this spear makes it adaptable to many situations. Its strength lies in its length but in cramped quarters this backfires and slices ricochet off walls.,
ItemName,,Partizan,"A spear with a broad blade. The blade is widened and given extra weight to allow for slashing.The broader attacks of the partizan, however, make it less effective in narrow spaces.",
ItemName,,Pate's Spear,"A long spear wielded by Pate.This appears to be a very ordinary spear, but seems to have accumulated power of the course of countless battles.It is not always advisable to stand out. Especially if you have something to hide.",
ItemName,,Pest's Glaive,"Glaive made from a hard, sharpened shell. Wielded by the pests who emerged from the Swamp of Aeonia. Slightly increases non-physical damage negation.
Though men might recognize the keen intellect of the pests evidenced by this spear's uncanny design, it will never be understood by them.",
ItemName,,Pickaxe,Traditionally a mining tool but the hard cone on the pommel is effective in battle. A downward swing of the Pickaxe can crush stone; a human head would be an afterthought,
ItemName,,Pike,Long spear with a very long red hilt. Traditionally used by groups of soldiers. Specially designed for distance thrusting. Has the longest range of the non-projectile weapons but its very length makes it somewhat difficult to handle,
ItemName,,Pike,"A longspear featuring an especially length handle.

Specialized for use from long distances, it boasts the longest reach of any melee weapon. Incredibly useful even against foes on horseback, but hard to wield in cramped spaces.",
ItemName,,Pilgrim's Spontoon,"Spontoon used by warriors on pilgrimage.Rather worn from the long journey it has doubtless seen.A spear which also doubles as a catalyst for sorceries, making it an ideal choice for light-footed pilgrims.",
ItemName,,Pontiff Knight Curved Sword,"Curved sword wielded by the Pontiff’s knights, frigid spirits that linger in Irithyll.The large blade appears to be eaten away by insects, making it lightweight but also brittle.Skill: Frost BladeExecute large spinning motion to embue blade with frost, and follow through with a strong attack that slashes with a giant blade made of frost.",
ItemName,,Pontiff Knight Great Scythe,"Great scythe wielded by the Pontiff's knights, frigid spirits that linger in Irithyll.The large blade appears to be eaten away by insects, making it lightweight but also brittle.Skill: FrostCreate a bone-chilling frost with each swing of the great scythe that causes a temporary frost effect.",
ItemName,,Possessed Armor Greatbow,"Greatbow wielded by possessed armor.Crafted with multiple layers of iron, resulting in almost excessive sturdiness.These suits of armor were once decorations, until the black fog ruling the tower seized control of them.",
ItemName,,Possessed Armor Sword,"Straight sword wielded by possessed armor.Has a heated blade imbued with fire.These suits of armor were once decorations, until the black fog ruling the tower seized control of them.",
ItemName,,Preacher's Right Arm,"The dessicated right hand of a white-faced locust that rose from the abyssal swamp, that happens to perform as a catalyst for sorcery.The white-faced locusts were meant to beckon men to the dark with sermons, but most of them are unable to think past their own stomachs, the unruly mob!Skill: Feasting BranchUse souls to weave a sharp branch to fillet prey. Can be used repeatedly.",
ItemName,,Prelate's Inferno Crozier,"Colossal hammer with the appearance of roiling flames. Weapon of the Prelates who lead the Fire Monks.
Its heft represents the weight of their guardianship. 

The hammer's head is unusually substantial, and strong attacks' will fling foes into the air.",
ItemName,,Priest's Chime,"Sacred chime granted to high-ranking clerics. A catalyst for miracles and hexes.Drangleic was the home of many clerics, but King Vendrick held a lukewarm opinion of their powers, and kept them only as attendants to ceremony. In this sense, Drangleic was not the place for a cleric with any ambition.",
ItemName,,Priest's Chime,"Sacred chime for casting miracles of the Gods, of the type given to Lothric priests. To cast a miracle, the caster learns a tale of the Gods, and says a prayer to be blessed by its revelations. The faith of the supplicant affects the strength of the miracle.Skill: Gentle PrayerRecovers HP for a period of time, albeit extremely slowly. Works while equipped in either hand.",
ItemName,,Prince of Death's Staff,"Staff embedded with sullied amber, said to be a very part of the Prince of Death. Enhances death sorceries.

One of the staves deemed heretical by the academy for its ability to allow sorceries to be augmented through faith in addition to intelligence.",
ItemName,,Priscilla's Dagger,"This sword, one of the rare dragon weapons, came from the tail of Priscilla, the Dragon Crossbreed in the painted world of Ariamis. Possessing the power of lifehunt, it dances about when wielded, in a fashion reminiscent of the white-robed painting guardians.",
ItemName,,Profaned Greatsword,"A ceremonial sword, held in Pontiff Sulyvahn's right hand, representing the Profaned Flame.Long ago, when Sulyvahn was yet a young sorcerer, he discovered the Profaned Capital and an unfading flame below a distant tundra of Irithyll, and a burning ambition took root within him.Skill: Profaned FlameTemporarily summon the Profaned Flame. Lunge forward and use strong attack to enshroud blade in flame.",
ItemName,,Protective Chime,"Sacred chime commonly used by clerics of Lindelt. A catalyst for miracles and hexes.A sacred chime serves to conduct the power of miracles, but in the past, some entirely different served the same purpose.",
ItemName,,Pulley Bow,"Longbow which utilizes a series of pulleys and strings. The complex mechanism, which required advanced mathematical and mechanical understanding to craft, was likely made by a certain genius who learned Golden Order Fundamentalism.

Enhances precision while shooting, enabling arrows to fly much further distances. ",
ItemName,,Pursuer's Greatsword,"Ultra Greatsword of the Pursuer. Known as the mightiest of the straight swords, it demands great strength and dexterity of its wielder.The pursuer hunts down those branded by the curse, as if each Undead soul that he claims will atone one of his sins.",
ItemName,,Puzzling Stone Sword,"A sword with a segmented blade.When swung its segments separate and the sword strike in a whipping slash.Crafted with rare magnetic stone of remarkable strength only found within caves of the gutter.",
ItemName,,Pyromancy Flame,Flame medium used by Great Swamp pyromancers. Pyromancers arouse this flame to produce various fire arts. Equip pyromancer flame to produce pyromancy. Attune pyromancies from a scroll at bonfire. Most pyromancies have limited number of uses.,
ItemName,,Quakestone Hammer,"A Stonehammer wielded by the Millwood Knights, with a head of naturally-formed stone.The Knights of Millwood would fight hand-in-hand with the earth itself, and this weapon, among the oldest in Millwood, is symbolic of that relationship.Skill: QuakeBurrow hammer head into the ground with a great slam, and use strong attack to upheave earth, creating a shockwave that rumbles like a mighty warcry.",
