Prompt,Completion,,
Generate ESB ItemName:Pale Shade Robeand it's \nDescription:,"Attire worn by those who kill in the name of the Sable Church of Londor. The Pale Shades of the Sable Church are all undying Hollows, giving rise to much fear and contempt. Their fight is one of neither honor nor exaltation, yielding nothing but withered moans. Gold mask worn by those who kill in the name of the Sable Church of Londor. A faint, kindly smile is bound to its surface, giving them the moniker Harlots of Death.",,
Generate ESB ItemName:Pate's Armorand it's \nDescription:,"Although it appears to be common helmet/armor/gloves/trousers, it has in fact been meticulously customized. Belonged to mild-mannered Pate. This has been considerably altered. Perhaps it was pillaged.",,
Generate ESB ItemName:Peasant Attireand it's \nDescription:,"commonly worn by peasants. Designed to block sunlight, more fit for farming than fightin",,
Generate ESB ItemName:Penal Maskand it's \nDescription:,"Mask of the Lost Sinner. The spikes pointing inward suggest that this was not only used to blind prisoners, but to torture them as well. Effect: Raises equipment load",,
Generate ESB ItemName:Penal Straightjacketand it's \nDescription:,"Straightjacket of the Lost Sinner. A tightly cinched belt presses against the waist. no one knows who this was used to punish, or for what reason",,
Generate ESB ItemName:Perfumer Robeand it's \nDescription:,"Robe of an Erdtree Capital perfumer. The thick front apron embroidered with a depiction of the Erdtree is proof of mastery of the apothecarial arts, and its weight symbolizes the onus of both pride and responsibility.",,
Generate ESB ItemName:Pharis's Hatand it's \nDescription:,"Broad-brimmed hat favored by the archer hero Pharis. Pharis was an accomplished archer, and though he was human, he ranked alongside Hawkeye Gough, one of the Four Knights of Lord Gwyn. His hat is universally popular among children.",,
Generate ESB ItemName:Pharis's Hatand it's \nDescription:,"Broad-brimmed leather hat. Traditionally used by master archers, and especially favored by forest-dwelling hunters",,
Generate ESB ItemName:Pontiff Knight Crownand it's \nDescription:,"Crown of the Pontiff's Knights, now harrowed spirits of Irithyll. The golden crown signifies those who report directly to Sulyvahn. The knights were his watchful eyes, and when needed, his punitive blades.",,
Generate ESB ItemName:Porcelain Maskand it's \nDescription:,"Mask of the Lord's Blade Ciaran, one of Gwyn's Four Knights. The cyclops headpiece is common to all of the Lord's Blades, but Ciaran was determined to earn this soft porcelain mask as a unique decoration of honor. The mask is lined with ivory locks of hair.",,
Generate ESB ItemName:Preceptor's Big Hatand it's \nDescription:,"Large hat with the movements of the stars drawn on the inside of the brim. Worn by the magic preceptors who served the Carian royals. Increases mind to the detriment of stamina. Glintstone sorcerers are the descendants of astrologers, a fact that the Carians remain of aware of. Even if their fate has been long severed from the stars.",,
Generate ESB ItemName:Preceptor's Long Gownand it's \nDescription:,"A long, bright blue gown with the movements of the stars drawn upon it. Worn by the magic preceptors who served the Carian royals. Glintstone sorcerers are the descendants of astrologers, a fact that the Carians remain aware of. Even if their fate has been long severed from the stars.",,
Generate ESB ItemName:Priestess Robeand it's \nDescription:,"Robe worn by Drangleic clerics. The clerics of Drangleic have retained their status throughout the ages, but were always at arms length from the royal family, as if their existence was little more than a formality. It is customary for clerics to wear different garb depending on their area, but the reason for this practice is unknown...This is a woman's robe",,
Generate ESB ItemName:Prisoner Clothingand it's \nDescription:,"Tattered clothing. Worn by a prisoner convicted of an appalling crime. Never once washed, every fiber is filthy.",,
Generate ESB ItemName:Prisoner Iron Maskand it's \nDescription:,"Iron mask forced on a prisoner convicted of an appalling crime. Thick, heavy, and utterly stifling. A foul creation designed to torment the wearer, either slowly fermenting hatred within their heart, or a spiritual fervor that is near indistinguishable from it.",,
Generate ESB ItemName:Prisoner's Tattersand it's \nDescription:,"Rags worn by imprisoned Hollows. This appears to have been worn on the head. Judging by its looks and apparent virtues, this really is no more than a tattered scrap of cloth. It still carries the stench of a Hollow.",,
Generate ESB ItemName:Prophet Blindfoldand it's \nDescription:,"Blindfold of exiled prophets who foretold misfortune — and were persecuted and driven from their homes as a result. Why hesitate, if the path leading to the future is clear? Just close your eyes, and walk.",,
Generate ESB ItemName:Prophet Robeand it's \nDescription:,Robe of exiled prophets who foretold misfortune — and were persecuted and driven from their homes as a result. The shackles around the neck warn passersby not to lend an ear to their sermons. Altered: Made from rough fabric that scrapes against the slin like a sharpening file.,,
Generate ESB ItemName:Pyromancer Garband it's \nDescription:,"Attire of pyromancers of the Great Swamp. Comprised of bronze ornamentation and animal pelt. In the Great Swamp, bronze was used ritualistically to ward off evil spirits and keep darkness at bay.",,
Generate ESB ItemName:Queen's Crescent Crownand it's \nDescription:,"A tall crown depicting the moon. Worn by Rennala, Queen of the Full Moon. Increases intelligence. When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him. And then, those at the academy realized. That Rennala was no champion, after all.",,
Generate ESB ItemName:Queen's Robeand it's \nDescription:,"Robe indicating the highest order of sorcerer. Worn by Rennala, Queen of the Full Moon. When Rennala, head of both the Academy of Raya Lucaria and the Carian royal family, lost her husband Radagon, her heart went along with him. And then, those at the academy realized. That Rennala was no champion, after all.",,
Generate ESB ItemName:Radahn's Lion Armorand it's \nDescription:,"Armor depicting the golden lion. Worn by General Radahn. The golden lion is said to symbolize Godfrey, the Elden Lord, and his beast regent, Serosh. From his youngest years, Radahn was naturally captivated by the Lord of the Battlefield.",,
Generate ESB ItemName:Radiant Gold Maskand it's \nDescription:,"A mask designed to resemble a blazing golden halo. Created and left behind by Lord Goldmask, a staunch pursuer of Golden Order fundamentalism. Strenthens Golden Order incantations. Its striking design represents both the brilliant inspiration that once shone upon him, and the vision of a ring that he will surely find at the end of his pursuit. To you who seek to shine as I do, wear it well!",,
Generate ESB ItemName:Raging Wolf Armorand it's \nDescription:,"Armor worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold. According to the old legends, wolves are the shadows of the Empyrean. Vargram aspired to such a state himself.",,
Generate ESB ItemName:Raptor's Black Feathersand it's \nDescription:,"Robe crafted with the black feathers of a bird of prey. Worn by the assassin Ravenmount. A ritual implement for transforming into a Deathbird, if only by imitation. Strengthens jump attacks. We are birds of prey, bringers of death.",,
Generate ESB ItemName:Redmane Knight Armorand it's \nDescription:,"Armor worn by knights who fought by General Radahn's side. When they were driven to defeat by Malenia's scarlet rot, the Redmane Knights burned the crest on the left breast of their armor to indicate their resolve. Alas, dear home, I shan't see you again! For our duty is to remain here, a bulwark against the blight.",,
Generate ESB ItemName:Redmane Surcoatand it's \nDescription:,"Armor worn by soldiers who fought by General Radahn's side. The surcoat depicts a red-maned lion raising a sword in the image of Radahn. Thus, they were redmanes, and all proved they were worthy of the name.",,
Generate ESB ItemName:Robe of Judgmentand it's \nDescription:,"A robe honoring an ancient goddess. Sin was said to be her domain, but the name of the goddess is long forgotten. Little is known about what purpose the robe served, only that it was worn by a person of great authority.",,
Generate ESB ItemName:Robe of Prayerand it's \nDescription:,"Prince Lothric's hood, robe and skirt. The prince, destined to be a Lord of Cinder, was cherished by the royal family, despite being born into illness, a frail and shriveled child. His swaddling, clothes were made of aged, coarse cloth used in ancient prayer, and are all that he has ever worn.",,
